continual_event,video_num,filename,event_labels_1,event_labels_2,event_labels_3,event_labels_4,event_labels_5,event_labels_6
1,4,"Ewm18bqfRZo_0_10,OX6T2z4P9fA_0_10,8kBVgqc7YPM_30_40,I86VHJ23lPQ_40_50",Lawn_mower,Lawn_mower,Lawn_mower,Lawn_mower,,
1,4,"0B_A43gA6fc_50_60,B98wkZ6Mt4U_30_40,I7oiTxMt-xA_110_120,MRe1Yhoo6sw_20_30",Baby_laughter,Baby_laughter,"Speech,Baby_laughter","Speech,Baby_laughter",,
1,4,"FiZ5zSINfNA_30_40,3ijkT9Ci4vI_30_40,HQYKg_dMAHM_30_40,Dpa8VeyU72Y_230_240","Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,Baby_cry_infant_cry,"Speech,Baby_cry_infant_cry",,
1,4,"CxLpeYdT8Uw_180_190,Bj9xsA5npYU_20_30,IVXDKpUyQ40_30_40,GaZhOF_ww4M_20_30","Singing,Speech","Motorcycle,Speech","Banjo,Speech","Cat,Speech",,
1,4,"IptIfSz263o_30_40,IOaz8OcAD-0_70_80,JcdZtci-4sE_50_60,P0NPSHgIJ9c_80_90",Helicopter,Helicopter,"Helicopter,Speech",Helicopter,,
1,4,"FcC90TCF1zI_20_30,C-p4mOvtQzw_40_50,-0e6R88diBs_30_40,E96ur1VuinY_130_140","Motorcycle,Speech","Lawn_mower,Speech","Speech,Car","Helicopter,Speech",,
1,4,"8ysbxYNouiM_60_70,1hpHdOhsYH8_80_90,4FtrYnyz_ag_0_10,F7ppnGqQD88_0_10",Accordion,Accordion,Accordion,Accordion,,
1,4,"9ZZDB5BiNPM_30_40,MPvWA6Dyx7w_27_37,B5o92a7gqog_30_40,B68yvAz1PEA_29_39","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,,
1,4,"DEcyTpkHa00_60_70,G0HLaxbGci4_0_10,1ZnN90Mq1-4_320_330,GqQZJRsUyCc_400_410","Singing,Violin_fiddle","Singing,Speech",Singing,"Singing,Speech",,
1,4,"1bGiPm8VF0I_18_28,-5SglSseBko_180_190,048PO4BG6A0_60_70,LWcGnMuJYm8_30_40",Blender,Blender,"Blender,Speech",Blender,,
1,4,"DcrqDGIcUAY_80_90,LuaM7HFUKf4_60_70,AdmlmBhjGis_0_10,BOm6rtGB1d8_10_20","Acoustic_guitar,Speech",Acoustic_guitar,"Acoustic_guitar,Speech",Acoustic_guitar,,
1,4,"GL3boMewQ2A_10_20,CANtkvl7BJg_10_20,A7_hR_hVBJQ_10_20,GJ1mfCUWOF8_30_40",Chicken_rooster,"Chicken_rooster,Speech",Chicken_rooster,"Chicken_rooster,Speech",,
1,4,"I5MljjKhsV0_30_40,6ZJFbk7hgAs_90_100,Fd1ybe1fK4U_0_10,JbS2B0x-S2A_320_330",Fire_alarm,"Speech,Fire_alarm","Speech,Fire_alarm","Speech,Fire_alarm",,
1,4,"8i6Q3T0p06c_570_580,N9ymH2-S8Go_240_250,OFEqcDU5HdM_28_38,IVY_IiXW-F0_230_240","Basketball_bounce,Speech","Cheering,Speech","Speech,Baby_cry_infant_cry","Singing,Speech",,
1,4,"0w7kncie-Ps_30_40,0_lQDM6VIfE_30_40,130nUre0tTA_90_100,0_pjlhR4bf8_140_150",Car,Car,"Speech,Car","Speech,Car",,
1,4,"JtuOb1ut-fA_30_40,AJHLEE4StjA_30_40,Dc8_ZU1zBhM_140_150,NIyQYnhqpok_0_10","Chicken_rooster,Speech","Violin_fiddle,Speech","Motorcycle,Speech","Speech,Accordion",,
1,4,"GoRc6jGJTRw_40_50,AEfRs5CHCME_0_10,FNl_zjfkE3E_20_30,Hg00Td8x9AM_10_20","Singing,Speech","Singing,Acoustic_guitar","Singing,Speech","Singing,Speech",,
1,4,"6ACAK_V33bs_30_40,CIAUNTNmOA8_18_28,EkSuELnoKUo_0_10,CgFqjz4OCXw_10_20",Baby_cry_infant_cry,"Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,"Speech,Baby_cry_infant_cry",,
1,4,"JQuH9eiHMwA_40_50,I8WTwbL5trw_80_90,0npckTh3OiE_10_20,1Drw6qDGdoE_30_40","Chicken_rooster,Speech","Speech,Fire_alarm","Cheering,Speech","Speech,Car",,
1,4,"A5o4-vMEWMM_220_230,DyZPHkcNfyE_60_70,LBe33dw9ezg_30_40,FRgQXtYWHhY_30_40",Helicopter,"Helicopter,Speech","Helicopter,Speech",Helicopter,,
1,4,"8iMjn4Xsu9g_110_120,GQ2OB4KIFgA_30_40,BCVgtW_1Aoc_30_40,LwPlLndzxkQ_0_10","Speech,Vacuum_cleaner","Violin_fiddle,Speech","Lawn_mower,Speech","Speech,Dog",,
1,4,"3esdPpmd8xM_30_40,N3i21beJgVM_260_270,HFewv1O5inA_410_420,E6SlXHOh5Z4_130_140","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle",,
1,4,"CoAR0X6WXnY_30_40,G_oXgtubn0o_14_24,KuPEFCIriY0_30_40,Iffn6c1KzzY_30_40","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry",,
1,4,"A1tx6KaCpLo_50_60,BXmugBgPWcA_30_40,BcUluqsOWhg_90_100,D8sMCtG7yQ4_20_30","Speech,Dog","Speech,Dog","Speech,Dog","Speech,Dog",,
1,4,"6CCjRlDMsnY_110_120,ET7YY7YqFII_20_30,KqsSoLPegWE_180_190,07hihaUb9tg_30_40","Speech,Frying_(food)","Motorcycle,Speech","Singing,Speech","Cheering,Speech",,
1,4,"K1tK9UYtYxg_230_240,GyXuO6eZ7HI_160_170,KdDociD4Il8_200_210,3VzTXrbjDL4_30_40","Chainsaw,Speech","Chainsaw,Motorcycle,Speech",Chainsaw,Chainsaw,,
1,4,"Cj_mstNGFxY_30_40,6_4uwCo5ru4_260_270,2nB7Iz7XCUg_170_180,1NPkAuYwtQQ_30_40","Cheering,Speech",Cheering,"Cheering,Speech",Cheering,,
1,4,"6h4vHDNDjWE_30_40,H4zauGcpsCs_30_40,H-vKvvhul2s_0_10,GdvzrQBMCzw_0_10","Chicken_rooster,Dog","Speech,Dog","Speech,Dog","Speech,Dog",,
1,4,"JTeWuFpVx78_30_40,HvHTyS8F-ko_30_40,3ijkT9Ci4vI_30_40,LqTZUgSifzc_30_40","Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,Baby_cry_infant_cry,,
1,4,"OPW77Xjw6Eg_30_40,CPylXv1E6Ro_30_40,0mWXnGOFaWo_30_40,6RohD87KNXM_30_40","Violin_fiddle,Speech","Violin_fiddle,Speech",Violin_fiddle,"Acoustic_guitar,Violin_fiddle",,
1,4,"GrOc3L3EB8k_10_20,I7oiTxMt-xA_110_120,40WHgilHrlo_0_10,N79HbPQPq_g_160_170","Speech,Baby_laughter","Speech,Baby_laughter","Speech,Baby_laughter",Baby_laughter,,
1,4,"3sOGFWOz5Sk_470_480,68KiBGJdoug_90_100,MVDwdIUFMqc_60_70,HfbC0rpH_RU_370_380",Helicopter,Helicopter,Helicopter,"Helicopter,Speech",,
1,4,"HyNvc8oZL90_30_40,Hr_5lRHO-5k_10_20,NGcnvwGLyqA_30_40,LNaFNdYrSbs_14_24","Acoustic_guitar,Speech","Speech,Dog","Violin_fiddle,Speech","Speech,Baby_cry_infant_cry",,
1,4,"MATEl3tUX8M_60_70,048PO4BG6A0_60_70,JyoY4wvWJJA_30_40,CwM_Pl9euJc_10_20","Speech,Accordion","Blender,Speech","Violin_fiddle,Speech","Motorcycle,Speech",,
1,4,"9oaTKugSESU_10_20,ANdiqIpn03w_70_80,KtiVuCIXcqo_30_40,MgyyuRJmi0U_40_50","Speech,Dog","Speech,Dog","Speech,Dog","Speech,Dog",,
1,4,"LS1BpvHTIeg_7_17,79POyHO-x-Q_4_14,GQdgIc3C2hg_30_40,Gl70DwG-qWU_30_40",Baby_cry_infant_cry,Baby_cry_infant_cry,"Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry",,
1,4,"H1mJNhptmBQ_30_40,OrX5Tk0Qacc_30_40,Gj51Xebm8LQ_280_290,Fi4ZJabrB9k_30_40","Acoustic_guitar,Speech","Speech,Baby_cry_infant_cry","Speech,Fire_alarm","Speech,Baby_cry_infant_cry",,
1,4,"BqSoF9CqxcU_30_40,Czek3CG0d3s_30_40,04SfcnB7u68_30_40,LxYTNanABHw_260_270","Violin_fiddle,Speech","Singing,Speech","Speech,Car","Speech,Fire_alarm",,
1,4,"8sx54jPWetE_0_10,AExBY1NXtLQ_0_10,5s-U1c1v1pc_20_30,27jUPieRDT8_180_190","Speech,Accordion",Accordion,Accordion,Accordion,,
1,4,"3yJv3ElMC4E_160_170,GrQDNR-D6bo_60_70,CqcAcOsFhKw_40_50,AtRGb3tz75U_80_90",Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner,"Speech,Vacuum_cleaner",,
1,4,"ATujlYAZ-uk_220_230,Hvmsl9_FBzA_10_20,BuTNJJz_ojw_30_40,DY_HxjOcwf8_160_170","Motorcycle,Speech","Motorcycle,Speech",Motorcycle,"Motorcycle,Speech",,
1,4,"8DIbEo-be5M_0_10,OPCVCdBSv4M_160_170,27jUPieRDT8_180_190,102AA0bK0MM_40_50",Accordion,Accordion,Accordion,"Violin_fiddle,Accordion",,
1,4,"37MHj4LvLRU_380_390,DWZryhd23Q8_80_90,FOe1fZ7reps_210_220,J71Pvrf7Ql0_100_110","Speech,Frying_(food)","Singing,Speech","Helicopter,Speech","Helicopter,Speech",,
1,4,"9DCpb3BPP4I_50_60,KPoym6MzYsw_390_400,Cj7pOOFcK5w_10_20,8WwWiXOdP8k_130_140",Helicopter,Helicopter,Helicopter,Helicopter,,
1,4,"Bn0YA2DVAQM_50_60,Dsw49uX3JkM_0_10,Fp5qeW7fHJM_400_410,5i4U-Ie3pgI_30_40",Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner,,
1,4,"J0GF7AdrUas_30_40,NNR_kKvsCnQ_80_90,IGrDp7tjFe8_180_190,FWVB31mq0bk_130_140","Violin_fiddle,Speech","Speech,Dog,Clapping","Singing,Speech","Speech,Dog",,
1,4,"LJbTWK-djXQ_20_30,NZuK-y4UpBM_30_40,E19KjDgjano_210_220,B9TpBprCaEo_70_80","Acoustic_guitar,Speech","Acoustic_guitar,Speech","Singing,Acoustic_guitar","Singing,Acoustic_guitar",,
1,4,"CFnOWsP96Wo_0_10,3VQWxsA1K4c_120_130,GO5_TyqcKCc_10_20,GC_YAh7MHrY_200_210","Singing,Speech",Singing,"Singing,Acoustic_guitar","Singing,Speech",,
1,4,"Dk3BQT_d9CU_10_20,P2GbFKLTWIU_150_160,HQ7qzoIOF9A_100_110,Cw88lf9zI0k_10_20","Motorcycle,Speech","Motorcycle,Speech","Motorcycle,Speech","Motorcycle,Speech",,
1,4,"CScH9MdEmQA_30_40,2hqwpor096Q_380_390,CPRTXk9BkbU_320_330,DV8I3wOF-MU_380_390","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle",,
1,4,"8wWj_1C9mbs_0_10,9FGQGX9bcW8_420_430,CX6IVfEre9A_40_50,CPMwWbUEH4I_0_10","Basketball_bounce,Speech","Cheering,Speech","Speech,Dog","Speech,Dog",,
1,4,"5IWI1AoKEvw_30_40,N4ltG_hu5So_30_40,C_AEESLsTxo_120_130,Nh2X5zVdutc_30_40","Cello,Violin_fiddle",Violin_fiddle,"Cello,Violin_fiddle","Acoustic_guitar,Violin_fiddle",,
1,4,"LPul9B_eCaA_70_80,KInoZG87_44_30_40,B-3mF6RPGSk_50_60,BYNXAvN7278_120_130","Speech,Dog","Speech,Dog","Speech,Dog","Speech,Dog",,
1,4,"AAh1KqHgoyI_30_40,CvIjWiORdV0_330_340,ApiyEYWNuBc_0_10,HqzC6L3PugE_60_70","Singing,Speech","Acoustic_guitar,Speech","Singing,Speech","Cat,Speech",,
1,4,"3Y-bKlz6yDY_340_350,EIuhmqRkNiA_290_300,JGW73uIjKrM_310_320,Eu21XkBhE0I_30_40",Blender,Blender,Blender,Blender,,
1,4,"CNOt5imJjrw_350_360,Df_8DgqANzY_10_20,GO-rA1JRvdE_190_200,M2MCC7SLhcM_160_170",Singing,"Singing,Speech","Singing,Cello","Singing,Cheering",,
1,4,"MuCAGhG6C3Q_30_40,GsdktNwBgsc_270_280,MoIuKnCChiI_30_40,E6Hz3ebcStw_220_230",Helicopter,"Helicopter,Speech","Helicopter,Speech",Helicopter,,
1,4,"LHdCHnjloYw_30_40,0R06GmUsGww_40_50,Jjvqar5CiFo_90_100,4aeWOVHDPoU_580_590",Blender,Blender,Blender,"Blender,Speech",,
1,4,"2FjwjCaIvo4_30_40,JLUiN0ZKTrg_120_130,ITZTdeaQ9Ag_220_230,L5bD4Jms9Ok_180_190","Motorcycle,Car","Motorcycle,Speech","Motorcycle,Speech","Motorcycle,Speech",,
1,4,"3DJTZ3Cvi8w_6_16,LEHx036G7uo_0_10,HfRmY_5elz4_100_110,Ot0DtNVMkFU_90_100","Speech,Car","Singing,Speech","Speech,Dog","Chicken_rooster,Speech",,
1,4,"4nPwg37Vrg4_30_40,OfBgO-tYDeo_10_20,0dI2kgPwiE8_30_40,M1K18mkslTE_30_40","Cheering,Speech","Cat,Speech","Speech,Car","Violin_fiddle,Speech",,
1,4,"8eusTLAJdwI_100_110,4fz0-Kx2oNs_250_260,LDry4Gq7bfM_300_310,A_Ed02Fc8uI_520_530",Frying_(food),Frying_(food),"Speech,Frying_(food)","Speech,Frying_(food)",,
1,4,"MXA-RPTF9sA_190_200,B1qpb1Rwczo_10_20,NuP01T0Nmig_400_410,OhJaQIzt6sE_130_140","Singing,Speech","Speech,Baby_cry_infant_cry","Singing,Speech","Singing,Speech",,
1,4,"5Oh96kAA9Jg_60_70,OlGqWXxOVcY_0_10,Nh1ucbQ2EHY_20_30,NqGQkAQQWhw_50_60",Fire_alarm,Fire_alarm,"Speech,Fire_alarm","Speech,Fire_alarm",,
1,4,"49wP_Zmqkyc_30_40,LHCCOsCIGSc_10_20,021r8gwwl-4_30_40,CjuCLyuvIAY_90_100",Chainsaw,Chainsaw,"Chainsaw,Speech",Chainsaw,,
1,4,"EWxatUm3078_200_210,JULh1bsvhFA_200_210,KaoyPxXb6a8_50_60,CGQDb_pEf5k_180_190","Singing,Speech","Singing,Speech","Speech,Dog","Basketball_bounce,Speech",,
1,4,"EmpMRPKfvU8_30_40,Fk6jo81sWC4_370_380,NdQ3YB-nNxY_60_70,KpttLKtHhQ0_60_70","Chicken_rooster,Speech","Acoustic_guitar,Speech","Singing,Speech","Blender,Speech",,
1,4,"C8NPjvCLGak_20_30,5P78H_fNvbg_80_90,H9X9i0l8xNw_30_40,MYWRJg6Nyv8_90_100",Blender,Blender,Blender,Blender,,
1,4,"KUbivwhiDDw_10_20,HpgMjTV4ft4_200_210,AFTnODCx828_0_10,C84pmmPC8EQ_200_210","Singing,Banjo","Singing,Acoustic_guitar",Singing,"Singing,Speech",,
1,4,"Iffn6c1KzzY_30_40,3i0bbtKTFDc_8_18,Iffn6c1KzzY_30_40,COrtgfmrL0U_30_40","Speech,Baby_cry_infant_cry",Baby_cry_infant_cry,"Speech,Baby_cry_infant_cry","Speech,Baby_cry_infant_cry",,
1,4,"1MGdwTOWL3M_30_40,1C6kKNtnbPk_21_31,1KkSmrDfhUw_7_17,-8grTIRTG3w_23_33",Car,Car,Car,Car,,
1,4,"KqPmZjLS6qY_290_300,KSnJhRwd8B0_200_210,GbIu2dxJksg_190_200,NRJxczcHX9c_5_15","Cello,Violin_fiddle,Speech","Singing,Speech","Basketball_bounce,Speech","Speech,Baby_cry_infant_cry",,
1,4,"L_vXQVbCqHc_130_140,NelUTOHtr84_0_10,NTdaW1mu1VI_0_10,OBKiubT3h5I_10_20","Singing,Speech","Lawn_mower,Speech","Violin_fiddle,Speech","Cat,Speech",,
1,4,"0scjO_GnVW4_30_40,0zS3afD2Qj0_30_40,2huA-HLPLqQ_80_90,0xEK-2vj9Xo_30_40",Car,Car,"Speech,Car",Car,,
1,4,"Aw7kbUuxfYA_30_40,P5nAOE0V0as_90_100,DFmmoi9C2rk_160_170,606_sP5xcBE_30_40",Accordion,Accordion,Accordion,Accordion,,
1,4,"GKq2LXC9SM4_0_10,2FyBa4Wmex8_230_240,AImAM0Xo8ho_110_120,0bF4MHu8v40_130_140","Singing,Speech",Singing,"Singing,Speech","Singing,Acoustic_guitar",,
1,4,"3V19BOXDtfw_30_40,8na7UdGCYRU_0_10,LPrPknMiPhQ_280_290,04YSNvLgZU8_10_20",Accordion,Accordion,"Violin_fiddle,Accordion",Accordion,,
1,4,"EiRLUeQxwNs_20_30,H0yzZxtOPMM_20_30,IlM1zdU8hn8_180_190,H9hQIYgaiPY_10_20","Cat,Speech","Singing,Speech","Helicopter,Speech","Speech,Dog",,
1,4,"-4l3tDv8uLI_210_220,2IXNm3-geSM_30_40,DD3ZQk6pPIg_70_80,8MRlX13xeRU_30_40",Helicopter,Helicopter,"Helicopter,Speech",Helicopter,,
1,4,"FSUV_qZOxDs_400_410,AHI9ptKW-jM_120_130,J7OA0ZaKXlA_200_210,HMbbWDcwqpg_120_130",Blender,Blender,Blender,Blender,,
1,4,"9UOQURTg0gg_190_200,E5Ys8znCpJs_480_490,D_FLoVBEEmU_100_110,JEyvZDetyc0_170_180",Singing,"Singing,Speech",Singing,"Singing,Speech",,
1,4,"9uXw5Fq6xJw_20_30,Ciq1Lp_4wwk_30_40,Eosmwtxs-sg_40_50,Ev4ec-ECo6I_4_14","Motorcycle,Speech","Basketball_bounce,Speech","Chicken_rooster,Speech","Motorcycle,Speech",,
1,4,"DbX-qiBfnQ0_150_160,1SiZFWR3Vxg_30_40,ICT6FJiSNC0_100_110,IcMJs97Bcss_30_40","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle","Acoustic_guitar,Violin_fiddle",,
1,4,"AWA3QAMu6Fg_30_40,LBu-5B6-0Vs_340_350,LpnuZnCWoiU_30_40,HEUg1OrWe7w_30_40","Acoustic_guitar,Violin_fiddle","Cello,Violin_fiddle","Violin_fiddle,Speech","Violin_fiddle,Speech",,
1,4,"0-USZX_YTv4_390_400,Cbgc3cGLj9g_30_40,0kt69i6ygFE_290_300,B9inQd5zBzA_30_40",Cheering,"Cheering,Speech","Singing,Cheering,Speech","Cheering,Speech",,
1,4,"N9EROcvOsnY_140_150,LkD839JUGbE_10_20,F7Be8X0A5nk_260_270,JS5Ua_TE9eg_250_260","Singing,Acoustic_guitar","Singing,Speech","Singing,Speech","Singing,Speech",,
1,4,"BdH3k5GEcDc_140_150,JVZdQ-WwzIc_10_20,GnEgvpk96fA_80_90,L7V9ILz9F9c_240_250",Vacuum_cleaner,"Speech,Vacuum_cleaner",Vacuum_cleaner,Vacuum_cleaner,,
1,4,"0X499Itxbi0_110_120,-1XWXa8ZTKw_20_30,0UsR2CysuoE_21_31,-r8VXRqHpmg_0_10","Speech,Car","Speech,Car","Speech,Car","Speech,Car",,
1,4,"Ic_evEnh5AI_170_180,1O8gKObeEM8_180_190,2DyHQJR_Gqg_30_40,8rGbCfHBf4o_30_40","Singing,Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle","Cello,Violin_fiddle",,
1,4,"AhgtaJGP7rA_30_40,DHyI6zMmaBA_30_40,OGXRQKUWoQw_200_210,Czw0sR4b7ew_230_240",Singing,Singing,"Singing,Cheering","Singing,Speech",,
1,4,"KBiDPcByJS0_210_220,MDa1NPhgLro_30_40,GO-rA1JRvdE_190_200,FJpUgwFhVGM_250_260","Cello,Violin_fiddle,Speech","Cello,Violin_fiddle","Singing,Cello","Cello,Violin_fiddle",,
1,4,"ELHbATXSTgw_280_290,NWzH9ZUaLJs_30_40,AfTtcLOr2CY_60_70,MW7r-7Sj8P4_30_40",Violin_fiddle,"Violin_fiddle,Speech","Banjo,Violin_fiddle","Violin_fiddle,Speech",,
1,4,"MPlTY3y3R-4_10_20,NnzDnFCgu2A_20_30,IgJg6haGExM_200_210,MuOlhZI3RA0_330_340","Cheering,Speech","Singing,Speech","Singing,Speech","Cheering,Speech",,
1,4,"K7FtAn1bv5M_27_37,AvWGex33sBM_30_40,D4SSIlx6uWw_30_40,Ina9zrcoYPs_60_70",Helicopter,Helicopter,Helicopter,Helicopter,,
1,4,"E5kWt1PTdMs_280_290,10Vv0X2_n6Q_8_18,Of6Yhq0dirE_100_110,0xdtozv5bLU_30_40","Cello,Speech","Speech,Car","Chainsaw,Speech","Speech,Clapping",,
1,4,"O8GMMbC73y8_90_100,Bfpqg3C0Ew4_30_40,GdwuddsUo50_0_10,EAPXZYrMD38_140_150",Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner,Vacuum_cleaner,,
1,4,"ApGtExyzPbI_10_20,NI8SR6FT2Po_0_10,DLRXeqczwjw_130_140,OzYXoRCmsN0_120_130","Acoustic_guitar,Speech","Acoustic_guitar,Speech","Singing,Acoustic_guitar","Acoustic_guitar,Speech",,
1,4,"KydEZrXFeHI_470_480,AH6lskPX3sI_10_20,N__UBCg-TAw_30_40,DafyYQu50qQ_30_40","Acoustic_guitar,Speech","Helicopter,Speech","Violin_fiddle,Speech","Speech,Baby_cry_infant_cry",,
1,4,"JrySkMM15vo_40_50,AV4wFtnrdNU_10_20,Mc2dxcD-9QU_500_510,Mbn02f3UbzM_30_40","Cat,Speech","Speech,Dog","Acoustic_guitar,Speech","Speech,Baby_cry_infant_cry",,
1,4,"0YnOMAls83g_30_40,MQC6IFUIwcQ_100_110,0174CGJr3ys_30_40,5Igkh7HmMXo_30_40","Cheering,Speech","Singing,Cheering","Cheering,Speech",Cheering,,
1,4,"9u6Mewu4ah8_30_40,EoYH7Q7zU9Y_40_50,ClL8S4azPGY_30_40,1-zOnkqvMDE_10_20","Acoustic_guitar,Speech","Singing,Acoustic_guitar","Singing,Acoustic_guitar","Singing,Acoustic_guitar",,
1,4,"5SuhTH6E4s0_510_520,87SZYd8bsVQ_30_40,P3lllkBNOFg_70_80,9vugWX2roX4_350_360",Frying_(food),Frying_(food),Frying_(food),"Speech,Frying_(food)",,
1,4,"37sFQbjViwQ_30_40,1vU0IIl1Fdw_20_30,1EwxgCbN2Ko_30_40,2pDUw1QvAUw_30_40","Speech,Car","Speech,Car",Car,"Speech,Car",,
1,4,"FDMdVveepRw_80_90,0174CGJr3ys_30_40,-4w4BTgp3hk_290_300,AHdmcfHZycM_300_310","Speech,Dog","Cheering,Speech","Chainsaw,Speech","Motorcycle,Speech",,
1,4,"FodR478w6_k_30_40,Hi62hRSZ6o0_50_60,1L2vvz9UFTU_30_40,1RkEE3UIuRo_30_40","Chicken_rooster,Speech","Singing,Speech","Speech,Car","Speech,Frying_(food)",,
1,4,"1Q-DLZ-70c0_30_40,FwNp3eTUMVo_20_30,CS4cJBRBE6I_0_10,1ur8hokq-Cs_220_230","Chainsaw,Speech",Chainsaw,Chainsaw,"Chainsaw,Speech",,
1,4,"Dn2aRODjQNY_0_10,8mfwNQEWlG4_30_40,A-lvHUqLh1A_410_420,OEjdKzqDKV0_100_110","Basketball_bounce,Speech","Singing,Acoustic_guitar,Speech","Speech,Fire_alarm","Acoustic_guitar,Speech",,
1,4,"MM2ijlNkGbE_520_530,3EN2GAqTXbg_30_40,E_m6QsohWTg_80_90,FKV1m86T9yE_140_150","Blender,Speech","Speech,Car","Speech,Dog","Speech,Dog",,
1,4,"E2Udd5pBDgM_30_40,DAPsTNTPi3M_30_40,4JD6fh1fnXQ_30_40,MgqFHsObq7Q_30_40","Violin_fiddle,Speech","Violin_fiddle,Speech","Cello,Violin_fiddle",Violin_fiddle,,
1,4,"3sm6TfgPfz4_30_40,3wuAtACdj4M_30_40,EiEkyzNMqZo_160_170,21elIbjbuL8_30_40",Cheering,Cheering,"Cheering,Speech",Cheering,,
1,4,"E9ozh5KKXQY_10_20,OZYEIwMPQOc_5_15,1eRWnEn6sZo_30_40,C87XZWkBdG8_50_60",Chicken_rooster,"Chicken_rooster,Speech",Chicken_rooster,Chicken_rooster,,
1,4,"2BNVQn48D04_130_140,HkrVwkEK-xI_360_370,1RkEE3UIuRo_30_40,1JXbj4RLpew_200_210","Speech,Frying_(food)",Frying_(food),"Speech,Frying_(food)","Speech,Frying_(food)",,
1,4,"Cri6WKybyqU_60_70,JpMgTjsMLPU_30_40,K-V369rykrw_0_10,6XUTi0w3Wg0_0_10",Chainsaw,Chainsaw,Chainsaw,"Chainsaw,Speech",,
1,4,"F_r0sbSqz-0_23_33,F21KtNpEOxU_40_50,DQYc7WHnT-o_1_11,LLG1OheuZVQ_20_30","Chicken_rooster,Speech","Speech,Dog","Chicken_rooster,Speech","Speech,Dog",,
1,4,"LUj9d_UdIzg_10_20,AjyElJeRwuU_120_130,EeyZa58GLFk_180_190,49C15x4FItg_200_210","Chicken_rooster,Speech","Speech,Dog","Motorcycle,Speech","Speech,Vacuum_cleaner",,
1,4,"Ok4R_Hk2VsI_30_40,54C_5at1V6o_70_80,Lsp9WWuPEfw_50_60,CBtJsiQ4eOU_30_40","Speech,Dog","Cheering,Speech","Chainsaw,Speech","Violin_fiddle,Speech",,
1,4,"1JXbj4RLpew_200_210,Hluxd7Vtzro_20_30,CWlljLn7kZU_11_21,O-ojEIkTC2I_410_420","Speech,Frying_(food)","Speech,Vacuum_cleaner","Cat,Speech","Basketball_bounce,Speech",,
1,4,"AddXwHlWoao_30_40,MpiZxBrn-64_40_50,ASakDYaxyfQ_270_280,IHXP6PEKcaQ_100_110","Singing,Cheering","Singing,Speech",Singing,Singing,,
1,4,"MlwyG9vtcs8_100_110,DWZryhd23Q8_80_90,0OKELwyAi5E_60_70,J5lhi2-2mFo_16_26","Motorcycle,Speech","Singing,Speech","Speech,Baby_laughter","Speech,Baby_cry_infant_cry",,
1,4,"NNWjH5HDRuc_200_210,EUHyRSm_8mY_530_540,5H9CVaGBK0A_180_190,CD8pgjToK_M_30_40","Singing,Speech","Speech,Dog","Basketball_bounce,Speech","Acoustic_guitar,Speech",,
1,4,"3RF95TqoLqg_80_90,KnLF-FRnOM8_30_40,EntCHKBCWLQ_30_40,L8ybcXVjYho_30_40",Violin_fiddle,"Violin_fiddle,Speech","Violin_fiddle,Speech","Violin_fiddle,Speech",,
1,4,"CMg9zmW2pCc_20_30,B-aIPSdYJWw_40_50,Dk3BQT_d9CU_10_20,HovbbXiYNjw_0_10","Motorcycle,Speech","Lawn_mower,Speech","Motorcycle,Speech","Speech,Dog",,
1,4,"OeDttppOVzY_30_40,025yQh3lGLI_30_40,HPD4X7-FJ50_30_40,HfRmY_5elz4_100_110","Helicopter,Speech","Speech,Car","Speech,Baby_cry_infant_cry","Speech,Dog",,
1,4,"O-IAj6m82H8_310_320,P8p3GKlyJnI_350_360,9etfZFnb55Y_50_60,GvYeYt-VW38_270_280","Singing,Speech","Singing,Speech","Singing,Acoustic_guitar","Singing,Speech",,
1,4,"DpRyPTj1A6M_440_450,4Gvq1iyPSLI_30_40,3DINNNi02is_30_40,GsdktNwBgsc_270_280",Helicopter,Helicopter,Helicopter,"Helicopter,Speech",,
1,4,"EwRkkTwc2UU_150_160,EXxybikM85E_30_40,I-vRli7IHH8_160_170,GyMxk6jKJnE_40_50","Blender,Speech",Blender,Blender,Blender,,
1,4,"Anv2glMa9SM_240_250,DdZEzX0STnA_30_40,NJGQDfryU1A_70_80,DdZEzX0STnA_30_40",Lawn_mower,"Lawn_mower,Motorcycle","Chainsaw,Lawn_mower,Speech","Lawn_mower,Motorcycle",,
