filename,length,feature_length
1zERcBWfxGU,18,67
6na9ssuhJ7I,21,81
MxafvDBd2FM,60,237
7FLyXxWy7Mo,37,145
-ECRgvDx4xc,35,137
-lq97ErUIZQ,46,181
0W0M_cGSdTo,16,60
tsKGLd-n3HI,40,157
72f67ednp7w,48,187
1fDGejVDAHU,40,157
00oaZubetUo,41,161
FBzvQuGDQFc,53,209
6OmSc6EwR7A,50,197
25ViahWMZ-Q,50,197
2ps5yxeh2sM,41,161
-7mJhw2ghk0,59,234
0gGVByW9y4w,59,233
6Jls8goVRuU,38,149
0BkFwdca9vU,51,201
2Ny6FxaePQo,47,185
3RJB4GYCCww,31,122
0Zhrubrr1cc,54,213
-16xdxkRgXY,24,93
hXrQd_8rOs0,49,193
7fOWUkENxag,45,177
2rJQT6a0RN4,45,177
0FtEyMW0l04,43,169
-VtvcYcrFJ0,34,132
2EuKVpWHuy0,54,211
9jXSdGMjnN8,53,209
2SqH6Vuu4lc,40,155
1dYtUzs2h64,22,83
0RrBcotVa4Y,60,237
-RP1-cUHLT8,31,122
bA8mt0JI0Ko,51,201
2M4NSG-8NVw,44,173
5fHnAbKdOds,21,80
-yt2OX20K0E,29,114
fsJdW_6HePY,45,177
2JV3emH50XU,48,189
CMzLTmZsUGo,42,165
1eNvdYhkin4,51,201
9cYVBOJmXIw,59,231
1Qik4gI3Xlw,51,201
-Z2JSzfsMZk,34,131
TOhV_31U7QU,38,149
-39y2CnhAsU,52,206
0VGU1MvIcvM,60,237
57osz5H9Dvw,48,189
myHXSQNFkNc,52,205
yHVMl2s5_O0,42,165
nt9PKJU4LLk,60,237
Cui-ubKdI8c,41,161
uiEid6SosC8,26,99
2-DqE7SyN7g,59,232
-tIE2qVG1Bc,35,136
YSsLH9_cisM,37,146
0T4CRDYrwpk,43,169
AK3kHjv3XTU,52,203
-KrulebY0Lc,48,189
nbPY6Y1ffgo,39,153
K7dXkfKAano,47,185
69qytzvoJgU,39,153
2wGWn3R33Hw,55,216
0tQM6LcYiyw,48,189
-ZgzhlCiE5M,60,237
_BIGos5RfH8,45,177
6wHFhrAqt5Q,32,125
--q1RQWxQog,51,201
lNG8l7BtwQo,16,60
OmgC_AYLtsk,41,161
3gH5MB01Wd0,48,189
--f4Zx92FcY,60,237
X07KIUzogxU,52,204
-m8MqIS6VEU,50,197
-5QEN0mzCGA,24,94
F5ykiEXsNPc,49,193
ANCIN1nZF-U,49,193
2NwYCfJZ9xQ,47,186
ll1dqj73iDs,45,177
Ld_6bCcNVI4,12,43
OJSdfjGL4SQ,54,213
2M3BIg6pxkk,52,205
iYBjjt6HwPM,44,173
0s-SndgWtqw,43,169
rM0mOUPtSpU,45,177
hl19xAqJqoQ,37,143
-mxXStZLIBc,60,237
5FiXClz8-xU,43,169
2es7oZzwLWM,36,141
7AN6Sfm3cFc,49,193
5e8sX3AyuDs,44,173
2T8OhRXZDTs,38,149
S_yxvb7P0B4,41,161
7jCWljBWjW4,52,206
3YXM0yHESAo,54,213
IZtiMmPN0Xc,39,153
0WcWOB-wOJ0,38,149
9njRkbXfEV0,47,185
-IgzS3fIrBE,54,213
aLlZVgTCq6U,48,189
-oL-TYoSpzs,48,189
3pG8P6m0E4I,40,155
odVpInj3jKw,43,169
9WRt_2eKxtg,22,85
5WyypdTmY1k,44,173
09nSnH52l5E,27,105
682ODyTqKyw,32,125
2X6oroNEO9k,40,157
87FYX94u0ds,27,103
6h50c6t15YM,33,127
5Bj3eGeuoCQ,51,201
3mrC9pAWIZc,43,169
-28cdRYzR4w,60,237
5kXRSxMRZGw,41,161
4CfjcJ-sKpY,52,204
0e_Ki1qvF7Q,30,117
1GMxOlL8z_w,46,182
AySVuo87x5E,40,157
5GLnohP0IkU,40,157
3B8_AvjGIFc,43,169
2GOPuGmcHH0,42,165
3aViYMHfSi0,38,149
89sq-kU5HZU,27,103
5dbDin4ucNg,46,181
-yP8zf7SfH4,42,165
-ABOfhcXwt8,25,98
YVWCiLMmIaw,51,201
-qGd1JwYLbQ,25,97
3ejndVEAcmQ,21,79
0CFPiVzxuWc,41,161
3y06nE4kmWg,45,177
4RAA9FGEsoQ,48,189
4ejLeuJcmoQ,35,135
-pd7_XFFy0A,39,153
0v6tM2Re8_A,42,165
2KJxr0CvtY8,24,91
9v51dLR03EA,52,204
8jafRIOpxoc,45,177
2tRFcX7HrZw,49,193
9cL5XdY7uXk,45,177
4qYFfG3og0M,50,196
269Bvs-xdgY,13,48
19WeV30jrXk,57,225
4yXFabJBrnc,57,225
0m-tnleCDEE,60,236
2ewT1ktBlOA,47,185
3XxzXyRi_G4,40,157
3hu-DmUfngA,50,197
7BndMcm0jdk,59,233
GCVw4MarbJE,47,185
2YTArtTZsbA,43,170
ZnGO4o9SqHY,47,185
g295Y8wuo7w,49,193
0jrsmryRhBQ,45,177
5bJagj3V6Lo,39,153
4G08amtSnq0,46,181
1-4xqkRfFFc,46,181
29EjVvjmCa8,41,161
0b24w9l0flA,45,177
kHNWRR0hJ08,32,124
3isOx39nAVs,58,228
2IpSQn_r5pw,60,237
-u8jirFLPx0,49,193
717ubaGGUnY,52,206
2vh6i0mKWxQ,57,225
10rH37YYvKU,53,211
D3FV0JAngZ4,38,149
0D4dOQgFwqg,40,157
-bkSP8HRYaQ,33,129
5uB1vT_A_ZA,45,177
CpO7Nhf2V_A,48,189
d8ya35A6yzk,50,197
FgiGqzj8Hkk,42,165
efjoT82zC1w,50,196
0ML3norRr8o,47,185
0t3xKx1NXTk,43,169
VQ60kd-BrC8,51,201
0fTwdhslb6E,33,128
-1PkCejU5u8,47,185
-Jas0sv1T94,39,153
0H5yeBJPsYU,53,209
JPdDGpGayEM,28,109
3qgtQ0qyuts,50,197
oVcXhpJIQhg,47,185
6B4IVcCuIZE,34,133
31zYecZJHrE,42,164
UVPgh1SYQ9M,39,153
0YD0eCg1cXc,11,40
4-J2Wi0utx4,45,177
-i_F2YC_y1Y,50,197
T-8xETNgtvE,37,145
4c0uLxgFiVc,32,123
-z9Iv2QjWvQ,60,237
jtlf6ZQ6w6o,44,173
7CdWKvy54gE,23,87
88pXcwZowhM,45,177
0X7NJRFQKkA,40,157
01Y2GRwsoCE,50,197
2ea0cOj1j1g,39,153
GrTMWprcXYI,36,140
4YTzxIjvOb8,44,174
3tvfgvNaTbw,44,173
14tRPoQA4q0,50,196
_sjoX8AymCA,45,177
-O7aM2L42ms,45,175
BlGB75_IQp8,34,132
7D9VPDd19yw,41,161
5FUGulXdKYE,44,173
97u4b2X6ixs,45,177
2haVZc--rC8,43,169
GhizOxu0ZpI,50,196
1sLF9mlF1yg,12,45
3uZzriF1jXI,49,194
5upsUxs414Q,40,157
-Lv5fxNekGo,36,141
GHowpWCU9Lo,44,173
-26aVYRtEAc,60,237
m0XHofgtfUU,49,191
_olx6WTK2BA,41,161
GVf8fcZ-PLk,38,149
0kj5xVhfQQM,42,165
8OmExa4ItS8,43,169
bOU2oGVBM_o,43,169
6mfCey66k1A,50,197
MgD5JedaXGs,41,161
4eyg3kCvZ1A,58,229
-hd9jp0IPtE,36,141
V_NbY-oVDJI,48,189
5M11szpfivI,35,137
4KWCqnlyaJA,32,124
2zxDgfeAj5o,19,72
LjwV_Vxp3Ng,15,55
CiSmL4nmic0,58,230
9RHb1819BXQ,35,135
4cNEKIg0eOA,41,161
N459v9hvAvo,45,177
7GFGp-62XIE,41,161
3AQFAFy1RCw,53,209
1bGlVNcyZTg,45,177
zywjuHhWmF8,19,71
5uOe6-ISwyw,43,169
0haq15HEi-0,43,169
0MLdH_ddoJk,47,185
Wdtku1dqJo0,60,237
6SemIuENSOM,53,209
2yi9zASKm0c,36,141
-Uo9p-Dq1fg,45,177
0-NfOnBHWgc,55,217
doFrrF9ybU8,45,177
OJDw_TB0f50,40,157
AiIVmOXDg7k,37,145
I4853MJHnm0,49,192
UUuXfyfCaL4,37,145
6SvJSSTKogw,46,181
4JZ_fSXGTIQ,37,145
Hd2pGcqgE9c,49,193
4J9aBJvftMI,48,189
2wNLSS1we2M,18,70
5O0B_X24CPc,41,162
A-Mg-FwSkiU,50,197
5KVCG1jL3-k,48,187
1P8uK6H3Ry8,49,193
1XiT-9mAj4E,47,185
Wjgj2_InitY,52,205
5zB8mZVtq80,37,145
0kOWZTOFZSA,45,175
Z65oVzJFKXw,40,158
48h1ibWL_8c,52,206
-lQhh4Vl2Q8,45,177
8ooVSXeHb94,36,141
9EKe30uKwVI,39,153
M0YbiT8Z7d4,33,129
2KPEBlc62BQ,19,71
-46xqouqMxA,15,56
4xyw9i0VvRY,48,189
0Msrgi5zP78,42,165
2KOsYfIs6IQ,46,181
27rw1ni1k0c,10,38
dSzZWgbJ378,49,193
G8NuOLfZ5s8,46,181
7amalPE7F9I,48,189
3Okx0T5vpFc,42,165
3ZNrH765Djw,49,193
-WXEF4sgMNo,60,237
4izwBJEV0qA,55,218
AcDC26-jBvw,27,104
iz8en2Dt7vE,55,216
3KwulXmBX-8,53,207
1tOZzP8hlaI,40,156
2l0BcqqUwc4,36,141
0e4OKN5XU4Y,54,213
-gXbU1fHFoc,24,92
I_R6SATSgXU,60,235
T_6BS-Tkfe8,44,173
vJP_nF_iH_k,44,174
KSOxq1eovtw,49,193
C_1vUaruCYI,41,161
NMSJHtmQLQM,53,210
67yYlKfBMTw,46,181
Af4OOFNWp2Q,38,147
551HuFu13LI,48,189
2Yr-XsXm7hk,29,113
n8CFjM_yauA,47,185
7vYs6z5_ZSY,33,127
5WL3nJ4bzDw,23,90
6pHtlOXBxTI,41,161
7o9DKlvDOOs,37,145
3EjolpEEdcc,36,141
zk4YZ_mbx2c,50,196
9EiT2H256DE,43,169
1fr6YgvX9qE,48,189
6LOynDdFpuU,52,206
5imh2dh4BBI,44,173
371RRUzwz00,30,116
PpLTN658fjo,54,213
-1q0XHPxqe8,38,149
2VU7b-634kY,50,198
-4rdRn-FRXo,60,237
5YU7k-5BA8k,48,189
5hetmz0rLFQ,52,206
7mtYFBOmeNs,47,185
3psCxxucT7Q,40,157
D3dI977SM_o,17,65
4K4i7Uef0WE,53,209
3Qo-JwqcEJ4,44,173
28aVNuCBXWw,27,104
5Hr6HKMTS18,50,197
iX5fyNvNOuk,45,177
BGsKmMQxhtY,57,226
lAXpiE0dm_k,49,193
2rdkLx56T1c,54,212
-8290BNLsas,45,177
2B9dQteDEyc,44,174
CXndqNRc4LM,11,41
1f-Eq183VNc,49,194
rhW_qFnBst8,46,181
3mHyapeh8cc,33,130
25FE2YRGkAc,29,112
-bL7r6DKY2k,37,145
007P6bFgRCU,44,173
31Fy30N1-I4,43,169
5UxkZs7nz0I,23,87
8qK8-P2CvWM,48,189
-xNmqw1OJA4,60,237
2yfMsBf3bI8,60,235
68mPJBvwm0w,48,189
6OTA6KVW9-A,42,165
639pWue7eEs,24,91
-naeVdQFcn4,41,161
03lm96ztVKo,51,201
0azbvZ3t2B8,33,129
lf_8Pp5QDng,42,165
Wx65BBbjCIQ,59,233
3RABCekbY1Q,39,154
-UJjKecbIKU,39,153
3sdTgEz7oXM,43,169
1HjLZ3k2osI,45,177
hl6DOlVU-CQ,48,189
-MtYMG8dmq4,52,205
qViEyqjnY3M,40,157
4MzSsBkhKO0,38,148
KgIKVWGLUUo,47,185
w9wfVOg6d1M,39,153
POuhGn61ZR8,49,193
2R4cKSN7CSc,40,157
EktnWQuAjdI,44,173
Esgyjs9CzmQ,44,173
1CLANjc8jzM,49,193
3xW9NcPDSCk,38,149
3IfmCBzPLL0,44,171
0hR2uNzj9OI,54,213
7hxS_eJH6aE,49,193
3D-GYcWGwhQ,49,193
3zpTny84oPg,33,129
2YF0MoibNYY,11,42
4UdR7R1RHh0,48,188
63uyNeko1Oo,32,125
48S_lD1bkMI,47,185
AHom7lBbtoY,35,138
0oOoqxsMkXs,45,177
5YxPWqR9Qf8,33,128
09v2x0Tf3RE,43,169
-UmUC-FQDQ0,57,223
aS4pa9XV7yA,44,173
9W4tUPL7X3M,34,133
04wE0BVJm1s,60,237
092VyThpHUM,34,131
8OhXKJG9GBc,46,181
XmiArfDbvsU,39,153
014EDZD8CHQ,54,214
2ae8qWdVbFI,40,157
MdCSz2cZQUM,52,206
C0i90WmUMvE,35,138
AV7J7H7hkmI,41,161
Mv3rfbB7JYE,16,61
5st88ILO78k,37,145
-ag2m3fHOzs,32,123
5ixjzvEJBXk,41,162
16By2WkNjF4,47,184
XMGG2w26ea4,48,189
7l60eAW1-vw,40,157
0ih7brz--Pw,36,139
RXA11LoRWaQ,39,153
8iwMJXl8er0,58,228
1GZq9AcFu_g,40,157
_AjRR6c--Ak,52,205
4hhGREGdWuY,45,177
XyIAPpcvVro,31,119
-aY9NqOlPEI,13,50
AUXS8zwFV0k,46,181
54by0PnKycA,50,197
04xCturrmjU,54,213
1SQ04CeLIwU,51,201
697C9Jl2Hoc,24,93
3vJBnPSyc1M,19,71
-vgVw7z8Fq8,41,161
CEzyxkUbG9A,46,181
qAQuljp-atA,50,197
3b5dDNotMZ4,43,169
0u3ViA0JEtw,22,86
0GQpIqLHe6o,43,169
BjaBFY-8pHw,50,197
-ynT1tiwUNM,31,121
0BdQPL4sZvQ,45,178
03NQmCrlsyY,53,209
-lcj05dsI2Y,38,149
bVo174I2ydc,39,153
69aN0H8hI9o,48,189
47TB7V0xh2k,46,182
3uiyWtZEbTs,48,189
iZqemiYznPQ,39,153
8NKT9qloUWw,33,128
3a9rfNhclLw,48,189
4cJg6GOkXv4,40,157
o0Aq9oY4JNk,49,193
-YjIMKyZsSc,43,169
0X_4Rl7Oa14,57,223
-xsxzlCpmBY,43,169
2vYkvwD-fkc,28,110
l6RTgFxEWFY,43,169
-eIobtpEHOM,45,177
06v_fvoL9u0,53,209
5e8dnZnkLkw,60,237
0Ukop25AhEc,21,80
9crt3kBm2Hc,58,229
qWLvv_rrSH4,46,181
1gTWVNEF8Ow,43,169
OdOu8yGpIig,39,153
6G5H81qDvW4,41,161
-qBNijwTlwc,32,123
AMLvdc8Dbq4,37,145
2tagPyDux64,46,181
7LicHBeiPm4,56,221
UQAO9xKW6XQ,58,229
4H14m_48gRs,24,92
xcoDPmy-UAY,39,153
INVr3vBNvoI,58,227
MFrKd51cPSg,46,180
5O8BDxtMyJA,44,173
3bHAtxw83Cc,40,156
0xVuRhEJ2jE,60,237
2y_-RWlBNys,33,129
-5INZ_Tk8RM,53,209
6CNQ4Cy_qB0,33,127
86B0ydDX-ys,45,177
5jrESZzRxq4,26,102
2JDil65nfPc,50,197
slgLmYc4XiY,17,64
1-uo7YWqF3Q,38,149
DAFLNlD2Hkw,35,137
3d4ps8jH5MU,49,192
5asgYXtU-Ro,34,133
17aI77MmxYM,53,208
5Szm6XOuHIo,56,221
-BfXVjsdZV4,60,237
RrZHOh77F3Q,60,237
-fUsuo90K0g,46,181
1rrQmv5xCRU,41,161
0sREKfYyiWE,45,177
8Ji1yi_gNRY,42,165
1ztMNcWsjOQ,52,205
1q762_eT6y0,40,157
k-rgG1CrKgA,45,177
86Sf122q3Ik,39,153
6XiCFMM6c_s,34,133
4FEe5hMCpl0,54,213
ABs3qGwvW-U,29,113
6WukkRfO6Ok,45,177
2G2H1jm58XU,43,169
4Xt-Yow_J8Q,39,154
1JYdsPpdUUs,26,100
2jxe5YINx5s,48,189
37gyUJhLVYE,44,173
An32hX6i1gs,60,237
7tlTqzECBoE,42,165
DdhaqPltUq8,33,129
0p-KmzyVg-s,15,55
3nQ-LsDU9_M,41,162
4lLkPHKE_Gg,40,157
85AWIZOberU,43,169
4FUJwfM7cCo,28,108
b3i0oHpCwVQ,46,181
WR83qQPQSoE,45,177
11ND77X-VYE,46,181
r6av66aRAJg,43,170
4gzQT-TTJHA,58,229
-RMvB_raxYw,43,169
26pJnpD02AY,39,153
0RWFBYy2E2k,48,188
0hHCTS_wSMg,22,84
-ILeaRxsdgA,60,237
0A-Y2CvbVMs,49,193
Lvv2W9sKXJc,35,137
Xdq4lNRuZx8,46,181
8sd513xQzV4,37,147
0UamIDdeiVM,48,189
b6x51a8ipG0,33,130
DqH6i0clDR8,34,133
3RtoY0e91l0,36,141
8TCFNncFatk,54,213
312hMNG1QmY,46,181
6xNjvLpKhrw,41,161
-n4MmiWZnGc,60,237
X3mKWuvb7bQ,53,209
5kzHSZIhArw,58,229
ddgAGEWxtxA,36,141
-MXl8VJ6dUw,52,206
0QeC0bYEi70,45,178
ToIdgjI3u4Q,46,181
-z-09mIT8EM,10,38
2aOm79Zj4f8,16,60
Z19W44ZI15Q,45,177
9TGFOxt7DN0,35,139
0qMmJlVlupQ,42,165
FWLkyzlJBP8,38,147
-kc9G-8a9do,43,169
1ZeuverPXEU,43,169
-P_5hxULpiI,53,209
xFR4p6t6hcg,54,211
9rWoPW0VU00,51,201
5xbsjMpkWAk,39,153
Xv2Ba8LoD9U,58,229
1MmFONw7zgE,30,117
BDTlaUbJcrI,43,167
EksjhWF0zqE,45,177
1BgAcGWShOk,39,153
GWfebJBr_J0,54,213
4mXikhkrUXA,45,177
7hcJFUgLLkY,24,93
2bXM60jdWUk,35,135
5nLGoZ3YUdE,36,143
5yo90PoKOT8,46,181
4637LMn674w,60,236
fuwbfvaUMAw,49,193
1CjMm32K59Q,52,205
4B57J2gCuqY,46,181
0g7LdehGzkc,46,181
B4f5FTy6D7o,36,141
-OIY3tRRGwg,27,106
hp-1ncwHRto,50,197
2YKKHtq2d3w,45,177
1hA5COzE6sY,19,71
7MHdXicD-s8,40,155
3heg7kHLkBw,37,145
8KKQDotECdg,43,167
-3tQW7Zhl9U,42,165
97BDdB9vXFc,45,177
1ij4byJM8ts,38,149
24vaNhk_R-M,48,188
NKfyi7q0JNU,33,129
ID00wk34PhI,57,225
8Nk9P3eO4p0,49,193
-GJvu5hr6w4,50,197
6v6SRePWOO8,47,185
-S7iM3Az7wE,41,161
4Hz_kKlgPn8,39,153
56PQ9sjtlOU,40,157
89EfM51oplI,14,54
-bKm6q-eipI,60,237
nMOlAg-Kjf8,28,110
kTu8XtF-gzc,43,168
9Oa47nQEA_E,14,53
8zhF9apFYws,51,201
5TiA-16XB3U,50,195
5RnD-0cA3PU,51,201
xRfnVjpUTDg,48,189
TNCJ68vFKg8,51,201
3-1aolaLnJ4,49,193
BAxZDHSseAg,14,54
5gNuj8UkyC4,46,181
BMgYWTTJv3s,44,173
1fE9c28KGtM,50,196
3OQtvY1_Q70,17,64
DckNQU41S9k,49,193
095CdSbYrFc,35,137
0sNNsvUPBVo,43,169
Ei95Wwkh1GE,13,50
04QV0Xi5YTk,46,181
IEjaZmXmm4c,43,169
DKiebIzin8I,52,205
pX0Jhk6e2Uw,45,177
DzBk5VyuobA,53,207
E-0FRo_hrlE,36,142
-INmCm9heS4,24,93
70QrXPezY2o,52,205
5ZlPZG0nOSQ,49,192
tHOs4zebKis,44,173
-t9fkovq89Y,25,96
-R69Fa-mCaY,44,171
-D2SxTNIZic,48,189
2yfhpVR9xBg,47,185
tf7iVpC0nrU,48,189
49_BMvgI8c8,42,165
0hbLwAJ5ChE,15,55
2FAUhONUM4k,33,128
04_1N_55VFw,43,169
0BauNGmZtTU,45,177
LlzZgmgY7I8,45,177
86aHAViwggI,42,165
4bAD3LC4qyg,53,209
2g7b9gfSxUc,48,189
9n5G0qFBsHM,49,193
6XUTi0w3Wg0,16,59
33orZQIMAlg,48,189
1bvRkyT2Q5I,38,150
3s7I9yEGDfw,40,157
3Yk7h8VPQ78,39,153
mn_zA58LGdo,50,197
8lYFE3Fqq2w,28,107
4sDwxr00VSM,52,205
Ncdv7wCGgYE,53,208
2C4aXzGI2eI,48,189
1faXS4jDR3c,36,141
-7R0ybQQAHg,41,161
--rs27ZwZ9M,51,201
6XKQUOuDoS0,39,153
BZpRBth_C04,41,161
077thdbI-co,60,236
-iL9C573e2w,43,169
PfJE4zsiN18,26,100
4_YdkUoYXxg,47,185
09G63u7J-S0,43,169
_1k7OImLXJg,51,201
7NyYdqhNtjo,51,201
6UIoEOTZmR8,43,169
2bt0yL69XNA,45,177
l9L7_RaTw6I,46,181
SJ9TY-iqD9Q,60,237
nEqwKNNQBwc,41,161
0ZJaYByWnYw,44,173
cq9osBkFLhY,14,52
5JdshJLJUJ8,35,138
5J0IFzqU9-E,52,205
0yCTpPMqSgk,42,165
AeG7oIWgXTc,45,177
5EItomk0Nv0,41,161
N1dCXhy56po,48,187
6agTJDB5lno,41,161
AReApDd7bfI,40,157
5iIsaVOg9l8,20,77
-5VX0RJeXok,60,237
KJwga4gMEzU,42,165
Bfs5KnO-Hv4,42,165
jm4ipHk0QX4,13,49
-MtRK9tBY_c,59,231
08y_gJHUXIM,38,150
3UuacG3vzDA,47,185
30fJ2tRViCE,40,157
-yJtuj9EuMg,16,60
18ceUgqcSb8,38,149
aOhvTB_9GAQ,47,185
0cvCjzRedeM,45,177
JbPNmYKs7P0,19,73
Jgg8HRAvNQM,42,165
xcUtsdv9yBI,45,177
dgpEiV4huf4,52,205
0z97A0GYhAQ,30,117
FwVYUHKoLtQ,47,185
0PbImn6M0hw,41,161
5qM-GT9g1HU,42,164
m1POHo65A7o,46,181
6NUhCLkFxd0,28,107
E6g1xhGJFK8,33,128
9UKEAxNYU8E,35,138
1GBLWxgtlG4,23,87
XPqtvXL7x54,43,170
EhEwzSL8F0c,18,70
0EPK7Pv_lbE,41,161
0mdAsIMgeZo,27,104
QAWuHvVCI6g,55,216
35zjZSpI_Fo,29,113
A6_Rikjub4o,41,161
-IBtBeR6B00,32,124
1Mxp8x6oMLA,38,149
QnTK_rvlNnc,24,93
Za8bwlW9dNE,37,145
SaWJzUJASIw,40,157
3RS38lhKIXA,53,208
HEaijrw5v1g,43,169
WQ3vV9R8e0g,49,193
-Z5IUB3it7Q,41,161
26OpBUZbdPw,27,103
2gzQ0kt10pE,51,201
ljtfC-PxucQ,43,169
-oqXIcpJKys,43,169
AALmlahkqq0,44,173
-VjBE7IZ-70,38,149
YoSAZzE9tMI,47,185
mEL68q2FRBo,24,91
C0NcduUBzs4,45,177
-GR4oIdROrk,40,156
1Su2CfxfjNg,41,161
-wByOmZTc0w,60,237
76M2nIw6cO0,44,173
61z9SEzAH8U,45,178
3orrFzLPc5Q,39,153
2wGvpfAkly0,60,237
-XsLiI8eRNo,45,177
-Ka7IP4dd_k,44,173
-JRawIbcGmc,40,157
50wKgGxEFw4,19,73
3hssEcWfq4k,41,160
hjRCaD9JmJY,44,173
AxeN3Geyzf4,49,192
3tK7PpCo0PQ,45,177
l70yarlcd-I,39,152
7zW9BGcO00w,31,122
awfbE0KxEjE,38,149
-pKfcJth5So,35,137
LEFSHa_n9jE,43,169
5t3iuH1YJMs,46,181
2_WqOmn9Kd8,40,157
DdeAOHSE98o,47,185
TjbXg3A6pvQ,46,181
-aYumc8KoXg,20,77
4yUvIrchOzQ,53,209
Hb85aFzdR_I,38,149
ILv7AQF-ltI,53,209
12SI_0V6gvA,47,185
dfwr8wgZU8M,59,233
15703UC_0b0,47,185
4Jn8Dwzkpsg,38,149
44Lp8r0uIos,43,169
5fgKkCIjlIg,54,213
-nskwoky7vk,31,122
077_m7wNT3I,58,228
EdQJ0AjOcDM,56,221
9xV0nmojVeg,41,161
Sz6nE4hceXc,33,129
L0DtxpwfacQ,52,205
0ms8GQ5eiho,42,166
29leW_wEi2E,30,118
9xr2T5gXlJU,43,169
-SdAy1I4yMA,58,229
D008N20sSlk,45,177
1ZMgNprAofE,13,48
h8-Z6EtIYQA,43,169
MosOtH1imQA,46,181
6D9nqQRCRco,51,201
-GDkljH9Hsg,21,80
2HOmhmsWiEE,56,221
2J5pshfyYOc,43,169
4RKNGbAdrMc,38,150
cIriwVhRPVA,60,237
-Pg4vVPs4bE,39,154
-jXKNLiTd4k,51,200
-Ln9HQ6lLtI,44,173
-ux0ZyvPG4M,44,173
G9AKWSzZtWI,46,181
21u8CsPMWsw,30,117
0XmfK5P_3RU,44,173
1xZESfMpi9Q,43,169
3HSRX24Nj4Q,33,130
0RbybrcP00g,43,169
0YqnN8eCsbY,46,181
4UPX9Z6O7u0,22,84
4zrB0vfAD1A,48,189
1RwhRTe-OKk,41,161
1bcCSqI0b9g,37,145
0dlkTjomemE,54,213
Ctmo-rZ3Vws,48,189
0LkI_mSlG2A,53,208
8I6nGS0XSJ0,43,169
3uK9ad0Em2Y,44,173
13v94lbKNz4,41,161
-SK73JocmyA,54,213
0wWjS9ZNads,27,103
-Tgu7DbTDc8,40,157
9Ci8qOMBNNU,33,129
1lXD56TBW3U,47,185
feMC18447Ec,48,189
EEgjQYFiL94,38,149
-W6_L80DDEo,43,169
dva9Mk0EkFM,36,141
U8golAIXZps,50,196
2GH8KpzKH5I,37,145
O7puBCRI2Bc,45,177
4NwdQa1l-p0,45,177
3SB16ZehMhg,55,217
WkHPQPozDRs,44,173
1W0SV_bdFnY,51,201
-i25riuPgjc,60,237
A7BqSNOZlbg,40,157
_uswoJHYy14,21,79
6C3OReUPPuQ,18,67
5USO4IptQig,49,193
60QtN07XJ5U,29,112
5OjbMgvwJCg,19,73
-ej17LDVOJc,31,121
19XjJonmDbo,45,177
EEPKnQoGRgU,47,185
4v3i_OQ33bo,42,165
0WeFyPFLQQ4,54,213
2-NmqrKQBUk,40,157
0lyCxY8cG7k,53,209
3PfWjclBA5I,20,77
3EmnADEPKGs,38,149
0SL91QFyAEE,48,188
6BQgJ0tvUkc,49,191
U1ZCfSiAvPM,49,191
IxBNSR_kcvI,32,124
8NyyKliIN74,44,173
Mr--N4d6lIM,42,166
9aMJBg9UaoM,52,205
sI5ZziqZ9jI,54,211
0Ie8yDSvM8A,35,137
6zmLWgC3_yc,39,153
1hajY6NNqD8,37,145
NsbLeONN0-c,40,157
BgBelF4ve7w,35,137
2YrdbClQARE,48,188
71I9l62agtM,43,169
9U7GZ4EHaZY,37,143
46DhzA9MsEg,42,165
1aDnyPubxdY,41,160
07I7v5ISD7Y,52,205
S86Ql_59KMI,30,115
ZqwS3tAXyAg,45,177
0sM1sMIrJAA,48,189
8Q3e7Hvo0zo,42,165
3qDBJbugPoI,38,149
-zcEFVlNPOk,59,231
09mLJftOYsc,52,205
5fvim9Y6LRk,12,44
A6YodpnP24g,43,169
00Ud7c2WEoM,40,157
rqFPtPKpnpo,25,97
3MOG_CAcWkw,44,173
lSfqPTOLRn4,41,161
0Sb-RvvsaAw,39,153
5WtT56A3q4w,42,165
deX7R9RbmX0,53,209
Bvgbafvm8ds,34,133
-QSiGOQQDr4,60,237
-jRk9-Y_Fp0,48,189
lnd5lHMYiXQ,40,155
4WSnH6nOSeQ,36,141
-uxCqAuJxj0,41,161
E-QLJc3jiEg,50,197
4h6tg1hvaO4,43,168
-lyVixrALq4,43,169
13zfTPMq0ws,50,197
4XBZbGRK0iU,52,205
8Id9uuMif_c,34,131
0ka-hEJOatQ,33,130
3V0QtWp9PGQ,44,173
Qhm0UAdp4aw,52,203
6yNPspSktAA,22,86
K1PzpuR6CqY,44,173
6ekX-zSdE64,59,233
MtLVI9ials0,38,149
BnSDt3FQlFI,44,173
4V5BVqRUJH8,47,184
-bnjqdi3nDE,60,237
oqyY1c8C6-k,38,149
3GqU3j4CL7A,46,181
Wxiwqieqy2Y,49,193
JYeBZqAjKG8,34,133
-0U3c4PN8sc,55,217
dJSIy8qR0zs,41,161
1kIbZ2t2r4I,42,166
5Z0887uxXjo,45,177
5C-Y79PXfbM,43,169
-BGebo8V4XY,51,202
12jLSviVwkY,49,193
-RuSgm3I6LQ,55,218
JwngKnAg-ys,39,153
7oNljd7R1f8,28,109
5Zth6XdLSYk,45,177
8CfZ2CmFTDk,43,169
-tyaFsrd4wc,60,237
081dgPO47vE,44,172
B-olAM2RVF4,43,169
30kWvO8lTEY,46,181
vnvMxxgYlgo,43,169
3dgg5f9CyP4,48,189
